indirect_tax_df_ Gross import VAT ,indirect_tax_df_ Gross local VAT ,indirect_tax_df_ VAT refund autonomy and traders ,indirect_tax_df_ Total net VAT ,indirect_tax_df_Net customs,indirect_tax_df_ Net import purchase tax ,indirect_tax_df_ Total import taxes ,indirect_tax_df_ Net local sales tax ,indirect_tax_df_ Gross fuel tax ,direct_tax_df_Total Gross Income Tax Division,direct_tax_df_ Total refunds from the Income Tax Department ,direct_tax_df_Total Income Tax Division Net,direct_tax_df_Income tax for self-employed individuals and companies (advances and deductions),direct_tax_df_Deductions and the capital market,direct_tax_df_Real estate taxation,direct_tax_df_Independents advances,direct_tax_df_Self-employed tax differences,direct_tax_df_Independent Cancellations,direct_tax_df_Companies advances,direct_tax_df_tax differential companies,direct_tax_df_Cancellation companies,direct_tax_df_Property tax,direct_tax_df_praise tax,direct_tax_df_Real estate purchase tax,direct_tax_df_Deduction from salary,direct_tax_df_Goods and services,direct_tax_df_Non-profit institution tax,direct_tax_df_VAT Financial Institutions (Salary),direct_tax_df_excess expenses,direct_tax_df_Bonds and dividends,direct_tax_df_Cancellations Deductions,direct_tax_df_Companies returns,direct_tax_df_self employed returns,direct_tax_df_ Capital Gains Tax Refunds ,direct_tax_df_ Purchase returns ,macro_monthly_df_CPI,macro_monthly_df_VAT,macro_monthly_df_cons_trust,macro_monthly_df_real_credit_card,macro_monthly_df_VAT_rate,"macro_monthly_df_ Unemployment rate (ages 25-64, in percentage points) ","macro_monthly_df_ Participation rate (ages 25-64, in percentage points) ",macro_monthly_df_ Employment rate (ages 25-64) ,macro_monthly_df_ Real Salary ,macro_monthly_df_ salaried jobs ,macro_monthly_df_Foreign exchange reserves in millions of dollars,macro_monthly_df_Apartment Price Index (1993=100) - Mid-period reviewed,macro_monthly_df_Credit card purchase value indices (total) (2002=100),macro_monthly_df_Industrial Production Index (Total),macro_monthly_df_The combined index of the state of the economy,macro_monthly_df_Apartments sold at an annual rate,Date
2221.5,3724.5,-1526.0,4420.0,125.5,800.0,925.5,23.0,742.0,8925754.0,-551358.0,8374396.0,2901842.0,5645039.0,378872.0,3921.0,908411.0,-4369.0,145803.0,1852128.0,-4052.0,18039.0,127797.0,209898.0,4195048.0,279460.0,625482.0,105962.0,134746.0,13131.0,-38330.0,-285239.0,-198121.0,-11271.0,-6687.0,75.9,4420.0,118.6,124.0,17.0,,,,,2441.5,27179.68927,178.6,124.0,79.1,49.65,18684.0,2005-01-01
2056.5,2760.5,-1555.0,3262.0,134.0,710.0,844.0,30.0,730.5,7701864.0,-698994.0,7002870.0,2609215.0,4708929.0,383719.0,206674.0,311955.0,-5310.0,1209655.0,890160.0,-3919.0,11433.0,132337.0,207771.0,3407320.0,201121.0,578253.0,96767.0,65561.0,11850.0,-10102.0,-484733.0,-179901.0,-7771.0,-5951.0,76.0,3262.0,122.0,123.1,17.0,,,,,2449.8,27207.7628,179.5,123.1,78.0,49.55,17196.0,2005-02-01
2433.0,3410.0,-1604.0,4239.0,148.0,784.0,932.0,28.0,753.0,8295235.0,-475885.0,7819350.0,3224417.0,4701389.0,369428.0,467935.0,412917.0,-6363.0,1479451.0,873102.0,-2625.0,27229.0,115544.0,203281.0,3429424.0,233753.0,511459.0,111565.0,69750.0,41466.0,-16699.0,-265318.0,-164091.0,-12188.0,-9395.0,75.9,4239.0,122.2,126.9,17.0,,,,,2457.3,27155.9054,182.2,126.9,77.7,49.7,18108.0,2005-03-01
2002.0,2764.0,-1598.0,3168.0,127.0,633.0,760.0,32.0,743.0,7403889.0,-358231.0,7045658.0,2660596.0,4260546.0,482746.0,232519.0,243999.0,-5266.0,1500927.0,693998.0,-5581.0,48890.0,171867.0,220755.0,3083428.0,209487.0,502762.0,106383.0,67949.0,8164.0,-41273.0,-237449.0,-101140.0,-3519.0,-5668.0,76.4,3168.0,121.9,125.6,17.0,,,,,2470.9,26926.25152,182.5,125.6,78.5,49.93,18468.0,2005-04-01
2807.0,3597.0,-1549.0,4855.0,184.0,1302.0,1486.0,32.0,737.0,8337722.0,-407998.0,7929724.0,2554198.0,5119408.0,664115.0,517963.0,237036.0,-5468.0,1359693.0,449984.0,-5010.0,81135.0,279700.0,261037.0,3892629.0,216529.0,521371.0,151733.0,73886.0,11558.0,-31819.0,-171147.0,-213501.0,-3814.0,-2926.0,76.6,4855.0,122.3,128.4,17.0,,,,,2473.6,26605.1664,183.1,128.4,78.2,50.21,18972.0,2005-05-01
2280.0,2611.0,-1879.0,3012.0,136.0,995.0,1131.0,32.0,790.0,7590231.0,-575883.0,7014348.0,2758894.0,4358183.0,473154.0,247267.0,288102.0,-10529.0,1693786.0,548628.0,-8360.0,36742.0,203611.0,217259.0,3011534.0,262307.0,554206.0,159383.0,67379.0,37874.0,-23269.0,-180434.0,-337908.0,-23554.0,-11590.0,76.7,3012.0,118.6,128.0,17.0,,,,,2478.5,26598.25614,185.6,127.9,77.2,50.1,20184.0,2005-06-01
2446.0,3670.0,-1740.0,4376.0,133.0,996.0,1129.0,32.0,875.0,8293059.0,-686581.0,7606478.0,2852158.0,5072509.0,368391.0,538762.0,225899.0,-9144.0,1498004.0,606155.0,-7518.0,18502.0,117109.0,222593.0,3741700.0,199241.0,608433.0,138421.0,75399.0,9423.0,-15494.0,-280811.0,-371689.0,-8439.0,-7460.0,77.6,4376.0,120.4,128.0,17.0,,,,,2493.8,27199.3257,185.7,128.0,77.9,49.99,22872.0,2005-07-01
2726.0,2975.0,-1851.0,3850.0,178.0,1132.0,1310.0,49.0,818.0,7821490.0,-666230.0,7155260.0,2725252.0,4668386.0,427853.0,286152.0,352830.0,-6224.0,1553492.0,544813.0,-5811.0,17339.0,139904.0,247508.0,3353671.0,216485.0,662374.0,120651.0,76345.0,10356.0,-49404.0,-250235.0,-378842.0,-10394.0,-13714.0,77.7,3850.0,121.2,128.7,17.0,,,,,2494.0,27812.72269,185.4,128.6,78.1,49.85,20712.0,2005-08-01
2516.0,3702.0,-1825.0,4393.0,168.0,805.0,973.0,22.0,890.0,8609508.0,-899982.0,7709526.0,3422557.0,4776915.0,410036.0,597431.0,308659.0,-11323.0,1636330.0,895185.0,-3725.0,15112.0,137196.0,238811.0,3590669.0,249641.0,595145.0,121470.0,74493.0,10095.0,-179225.0,-252561.0,-318688.0,-7826.0,-5600.0,77.8,4393.0,118.4,126.7,16.5,,,,,2506.9,27635.32024,187.1,126.6,78.6,50.06,20580.0,2005-09-01
2220.0,3080.0,-1458.0,3842.0,120.0,667.0,787.0,30.0,878.0,7485496.0,-284010.0,7201486.0,2584141.0,4598103.0,303252.0,265228.0,172935.0,-2685.0,1619026.0,531268.0,-1631.0,26451.0,94789.0,163917.0,3458115.0,188796.0,613406.0,118781.0,73607.0,12434.0,-168780.0,-98669.0,-169849.0,-4108.0,-3237.0,78.4,3842.0,123.7,132.7,17.0,,,,,2485.6,28715.96897,189.0,132.7,77.1,50.75,22104.0,2005-10-01
2352.0,3227.0,-1827.0,3752.0,161.0,915.0,1076.0,26.0,841.0,8097240.0,-524691.0,7572549.0,2982737.0,4687442.0,427061.0,514445.0,259162.0,-5679.0,1817660.0,406929.0,-9780.0,43595.0,135125.0,226228.0,3367234.0,297793.0,520376.0,113659.0,83197.0,51808.0,-16570.0,-231722.0,-256689.0,-15471.0,-8881.0,78.3,3752.0,124.3,132.1,17.0,,,,,2518.1,28310.2554,187.3,132.1,80.4,51.34,23088.0,2005-11-01
2339.0,2759.0,-1819.0,3279.0,150.0,1056.0,1206.0,100.0,862.0,7071962.0,-1131702.0,5940260.0,2091347.0,4604406.0,376208.0,241081.0,226128.0,-5043.0,915452.0,717144.0,-3415.0,16103.0,178265.0,193006.0,3301991.0,238793.0,551125.0,104545.0,86575.0,38033.0,-11728.0,-798726.0,-300485.0,-8948.0,-7742.0,78.2,3279.0,118.2,133.6,17.0,,,,,2527.9,28060.5384,186.7,133.6,80.5,51.9,19512.0,2005-12-01
2740.0,4071.0,-1897.0,4914.0,157.0,1146.0,1303.0,24.0,847.0,10450197.0,-474068.0,9976129.0,3688148.0,6342020.0,420028.0,12043.0,1035609.0,-8026.0,98600.0,2556761.0,-6839.0,16905.0,141358.0,235880.0,3999101.0,350862.0,575597.0,225974.0,152314.0,0.0,-40440.0,-237679.0,-188973.0,-9945.0,-5689.0,77.9,4914.0,121.3,132.3,17.0,,,,,2540.7,28300.33509,188.2,132.2,79.1,52.22,19872.0,2006-01-01
2378.0,3178.0,-1890.0,3666.0,160.0,777.0,937.0,28.0,862.0,9358951.0,-442619.0,8916332.0,3809526.0,5071524.0,477900.0,249259.0,472871.0,-4054.0,1555208.0,1574596.0,-38354.0,13996.0,187858.0,240034.0,3475282.0,324615.0,572966.0,177386.0,72562.0,0.0,-9281.0,-239144.0,-149109.0,-11096.0,-5628.0,78.4,3666.0,123.8,135.8,17.0,,,,,2557.7,28207.13188,189.2,135.8,80.5,52.46,22704.0,2006-02-01
2552.0,3685.0,-2085.0,4152.0,155.0,716.0,871.0,23.0,913.0,9130679.0,-475537.0,8655142.0,3413107.0,5225869.0,491704.0,517707.0,288671.0,-4988.0,1627089.0,1001783.0,-17155.0,20326.0,172349.0,272786.0,3823069.0,233697.0,553696.0,169561.0,67816.0,40990.0,-32557.0,-270393.0,-131564.0,-10142.0,-10413.0,78.6,4152.0,124.5,136.5,17.0,,,,,2569.4,28048.2576,190.1,136.5,79.4,52.69,21720.0,2006-03-01
2420.0,3129.0,-1257.0,4292.0,158.0,741.0,899.0,44.0,874.0,9441985.0,-434018.0,9007967.0,4125386.0,4913873.0,402727.0,267355.0,631781.0,-3272.0,2582116.0,652603.0,-5197.0,10179.0,145693.0,219780.0,3479853.0,296940.0,523729.0,188723.0,77775.0,0.0,-5328.0,-317448.0,-83584.0,-4585.0,-3063.0,79.3,4292.0,127.5,138.5,17.0,,,,,2568.7,27988.82643,187.2,138.5,80.0,53.0,21708.0,2006-04-01
2812.0,3843.0,-2388.0,4267.0,201.0,1160.0,1361.0,31.0,867.0,3895956.0,-757202.0,3138754.0,3408743.0,0.0,487213.0,633051.0,405524.0,-4728.0,1763475.0,635751.0,-24330.0,8698.0,150161.0,287254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-514364.0,-223220.0,-9841.0,-7531.0,79.3,4267.0,127.2,137.1,17.0,,,,,2586.4,28229.90251,185.4,137.0,82.3,53.23,17640.0,2006-05-01
2521.0,2908.0,-2042.0,3387.0,135.0,889.0,1024.0,27.0,966.0,7793106.0,-709203.0,7083903.0,2925866.0,4502793.0,364448.0,282689.0,315018.0,-4439.0,1679304.0,677333.0,-24039.0,11469.0,114921.0,206718.0,3017461.0,307736.0,545670.0,177474.0,78644.0,0.0,-24739.0,-333134.0,-340901.0,-9655.0,-5781.0,79.4,3387.0,127.9,139.9,17.0,,,,,2594.2,27501.89569,185.4,139.9,83.7,53.32,18120.0,2006-06-01
2364.0,4026.0,-1891.0,4499.0,153.0,1082.0,1235.0,44.0,980.0,8959017.0,-647930.0,8311087.0,3140466.0,5270500.0,548050.0,607219.0,363178.0,-6785.0,1648604.0,531213.0,-2963.0,7665.0,196123.0,297392.0,3793465.0,244117.0,652737.0,138804.0,75317.0,53028.0,-12802.0,-224675.0,-378367.0,-14170.0,-9586.0,79.5,4499.0,129.0,135.5,15.5,,,,,2589.2,28137.11659,186.2,135.5,82.0,53.06,16068.0,2006-07-01
2748.0,2817.0,-1959.0,3606.0,196.0,957.0,1153.0,27.0,954.0,11566319.0,-625726.0,10940593.0,6467350.0,4580184.0,518787.0,304350.0,297377.0,-5957.0,1713881.0,4162368.0,-4669.0,5993.0,174820.0,293960.0,3349260.0,220455.0,479464.0,128622.0,72484.0,15519.0,-11044.0,-259446.0,-326099.0,-9573.0,-10693.0,79.5,3606.0,130.1,140.7,16.0,,,,,2601.0,28103.97658,186.5,140.7,84.7,53.29,16392.0,2006-08-01
2131.0,3931.0,-1989.0,4073.0,140.0,822.0,962.0,33.0,961.0,8678912.0,-651594.0,8027318.0,2980430.0,5373980.0,324501.0,572444.0,235115.0,-4914.0,1823073.0,357412.0,-2700.0,4043.0,107521.0,191481.0,3892574.0,415665.0,492767.0,133462.0,82025.0,52978.0,-5237.0,-318683.0,-301853.0,-10742.0,-3897.0,78.8,4073.0,126.0,145.4,16.0,,,,,2621.1,27777.17468,183.4,145.4,85.2,53.64,18720.0,2006-09-01
2540.0,3117.0,-1661.0,3996.0,182.0,943.0,1125.0,28.0,1043.0,7562916.0,-450291.0,7112625.0,2511540.0,4732159.0,319218.0,274999.0,234685.0,-10354.0,1697152.0,318813.0,-3755.0,6356.0,109744.0,185787.0,3402035.0,330520.0,500292.0,115518.0,82186.0,26868.0,-7641.0,-205130.0,-219712.0,-4399.0,-2369.0,78.2,3996.0,130.2,144.4,16.0,,,,,2630.3,27516.51418,182.4,144.4,87.2,53.91,21744.0,2006-10-01
2249.0,3636.0,-1912.0,3973.0,136.0,924.0,1060.0,30.0,1080.0,9310512.0,-913137.0,8397375.0,3850688.0,5048403.0,411421.0,583950.0,332808.0,-4078.0,1976975.0,963981.0,-2948.0,6691.0,170223.0,206836.0,3671251.0,496108.0,494054.0,107731.0,89750.0,17506.0,-178190.0,-524944.0,-316346.0,-38385.0,-18376.0,78.1,3973.0,127.6,146.4,16.0,,,,,2641.6,28657.37386,180.2,146.4,89.4,54.19,19680.0,2006-11-01
2405.0,3028.0,-1809.0,3624.0,124.0,757.0,881.0,27.0,1085.0,7699522.0,-786155.0,6913367.0,2161637.0,5103046.0,434839.0,294037.0,302824.0,-4187.0,1114615.0,459121.0,-4773.0,6948.0,163984.0,234924.0,3480966.0,435392.0,481500.0,116653.0,94596.0,67128.0,-12030.0,-476038.0,-258768.0,-20271.0,-7807.0,78.1,3624.0,128.3,147.7,16.0,,,,,2658.0,29178.24937,178.6,147.6,88.5,54.42,20280.0,2006-12-01
2517.0,4184.0,-1804.0,4897.0,161.0,1247.0,1408.0,28.0,1032.0,11552158.0,-486978.0,11065180.0,4827728.0,6146139.0,578291.0,57237.0,1064634.0,-4850.0,46445.0,3667396.0,-3134.0,7541.0,253847.0,273294.0,4170065.0,697459.0,518817.0,139248.0,153976.0,20628.0,-36823.0,-220649.0,-178332.0,-26896.0,-12567.0,78.0,4897.0,128.2,148.5,16.0,,,,,2666.1,28607.45098,179.7,148.5,87.9,54.74,18684.0,2007-01-01
2356.0,3160.0,-1647.0,3869.0,180.0,1119.0,1299.0,29.0,835.0,9967401.0,-474689.0,9492712.0,4161021.0,5311802.0,494577.0,272703.0,469432.0,-18749.0,1745188.0,1697254.0,-4807.0,8398.0,205401.0,243270.0,3704796.0,332723.0,533335.0,126642.0,64287.0,18935.0,-4980.0,-251961.0,-136588.0,-22109.0,-7063.0,77.7,3869.0,132.7,150.8,16.0,,,,,2674.5,30924.35636,179.7,150.8,88.0,55.07,19764.0,2007-02-01
2446.0,3939.0,-1976.0,4409.0,181.0,858.0,1039.0,25.0,994.0,10053636.0,-598297.0,9455339.0,3698583.0,5853630.0,501423.0,522189.0,352259.0,-4091.0,1828844.0,1011916.0,-12534.0,4391.0,185425.0,277645.0,3879978.0,679131.0,509725.0,161466.0,83461.0,0.0,-24123.0,-422353.0,-112211.0,-15959.0,-10020.0,77.9,4409.0,136.4,151.2,16.0,,,,,2673.7,30627.65077,178.5,151.2,89.9,55.36,20016.0,2007-03-01
2303.0,3426.0,-1665.0,4064.0,132.0,582.0,714.0,40.0,969.0,9426544.0,-354498.0,9072046.0,3669887.0,5396155.0,360502.0,296918.0,560975.0,-8438.0,2142290.0,683404.0,-5262.0,5678.0,127469.0,200893.0,3815496.0,337786.0,492979.0,139494.0,78886.0,111644.0,-61917.0,-217261.0,-82467.0,-15670.0,-19566.0,78.3,4064.0,131.1,151.9,16.0,,,,,2691.1,29972.87319,177.3,151.8,89.1,55.54,18180.0,2007-04-01
2692.0,3798.0,-1949.0,4541.0,193.0,1455.0,1648.0,40.0,978.0,9725028.0,-1184177.0,8540851.0,3359646.0,5770406.0,594975.0,611423.0,375077.0,-8229.0,1912611.0,476583.0,-7819.0,8122.0,243999.0,293432.0,4011726.0,460360.0,497259.0,197505.0,76159.0,32214.0,-11137.0,-939254.0,-193098.0,-13534.0,-9767.0,78.3,4541.0,132.2,155.2,16.0,,,,,2706.1,28546.20452,180.1,155.2,90.4,55.98,19440.0,2007-05-01
2665.0,3091.0,-2197.0,3559.0,187.0,1367.0,1554.0,29.0,925.0,8915420.0,-562570.0,8352850.0,3314691.0,5157414.0,443316.0,361126.0,362770.0,-5852.0,2081913.0,518197.0,-3463.0,7810.0,152501.0,245167.0,3398017.0,414895.0,516112.0,165607.0,68031.0,55636.0,-6056.0,-184293.0,-315392.0,-25311.0,-14503.0,78.8,3559.0,137.2,152.0,16.0,,,,,2715.1,29070.97038,184.5,152.0,87.5,56.03,20868.0,2007-06-01
3028.0,4298.0,-2150.0,5176.0,207.0,1379.0,1586.0,9.0,1147.0,10387408.0,-675879.0,9711529.0,3718237.0,6119776.0,549396.0,685363.0,366808.0,-20513.0,2121900.0,568290.0,-3611.0,7329.0,204936.0,299869.0,4223792.0,440838.0,653845.0,136859.0,75923.0,35686.0,-13315.0,-244378.0,-359730.0,-28193.0,-19392.0,79.7,5176.0,133.8,153.5,16.0,,,,,2727.7,28416.97507,187.4,153.4,90.9,56.38,20940.0,2007-07-01
3057.0,3357.0,-2114.0,4300.0,240.0,1252.0,1492.0,16.0,1217.0,9557876.0,-697745.0,8860131.0,3590293.0,5381309.0,586274.0,340249.0,383956.0,-4109.0,2062696.0,816099.0,-8598.0,5067.0,220386.0,307119.0,3663320.0,414326.0,533044.0,154895.0,79720.0,4.0,-5583.0,-280758.0,-369158.0,-11511.0,-11243.0,80.3,4300.0,132.4,158.8,16.0,,,,,2746.5,28916.86046,186.3,158.8,90.0,56.5,22836.0,2007-08-01
2381.0,4116.0,-1775.0,4722.0,187.0,851.0,1038.0,7.0,1126.0,9404483.0,-477885.0,8926598.0,3228266.0,5658160.0,518059.0,625739.0,304418.0,-3367.0,1933034.0,371869.0,-3427.0,6160.0,168528.0,316223.0,3998903.0,393979.0,531867.0,128662.0,80484.0,74315.0,-10002.0,-187426.0,-262279.0,-7407.0,-6124.0,79.9,4722.0,139.2,155.9,16.0,,,,,2728.3,29221.80366,184.1,155.9,91.2,56.56,21408.0,2007-09-01
2940.0,3374.0,-2144.0,4170.0,219.0,1134.0,1353.0,24.0,1064.0,8571853.0,-575552.0,7996301.0,3037558.0,5066021.0,468273.0,316427.0,312217.0,-5119.0,2057115.0,362859.0,-5941.0,4795.0,206438.0,242058.0,3606456.0,436836.0,468850.0,112055.0,72459.0,26834.0,-7507.0,-255940.0,-285016.0,-10740.0,-5707.0,79.9,4170.0,129.7,155.6,16.0,,,,,2775.0,28824.89067,183.1,155.6,90.1,56.81,20724.0,2007-10-01
2730.0,3940.0,-2207.0,4463.0,166.0,982.0,1148.0,21.0,1136.0,9135984.0,-858368.0,8277616.0,3224872.0,5458589.0,452524.0,635617.0,362809.0,-35604.0,1749722.0,517690.0,-5362.0,3182.0,199312.0,230229.0,3842483.0,433091.0,534160.0,131908.0,79195.0,9891.0,-7716.0,-516861.0,-314461.0,-8125.0,-3444.0,80.3,4463.0,129.5,160.3,16.0,,,,,2764.2,28456.53789,183.3,160.2,92.5,57.19,23328.0,2007-11-01
2955.0,3313.0,-2068.0,4200.0,169.0,1074.0,1243.0,19.0,1206.0,8030055.0,-911595.0,7118460.0,2270409.0,5200742.0,558904.0,318843.0,305216.0,-2934.0,1193689.0,459159.0,-3564.0,3744.0,239294.0,301800.0,3409679.0,594797.0,513014.0,166298.0,101788.0,0.0,-6146.0,-577452.0,-291616.0,-9494.0,-17113.0,80.7,4200.0,127.0,160.8,16.0,,,,,2789.8,28555.93159,184.3,160.8,93.5,57.49,23808.0,2007-12-01
3089.0,4850.0,-2523.0,5416.0,234.0,1453.0,1687.0,17.0,1172.0,10485385.0,-647836.0,9837549.0,3541478.0,6332167.0,611741.0,7419.0,1089761.0,-5025.0,39586.0,2412591.0,-2854.0,3252.0,253141.0,335510.0,4194919.0,802694.0,586441.0,159674.0,163721.0,0.0,-6364.0,-367276.0,-226326.0,-11669.0,-8360.0,80.7,5416.0,132.4,159.7,16.0,,,,,2788.6,28713.32474,185.3,159.7,95.6,57.72,24984.0,2008-01-01
2628.0,3442.0,-2147.0,3923.0,210.0,1177.0,1387.0,23.0,1155.0,9668888.0,-488989.0,9179899.0,3758477.0,5432435.0,477976.0,285990.0,432481.0,-4483.0,1836971.0,1212768.0,-5250.0,5731.0,193443.0,264245.0,3742373.0,537725.0,576482.0,167919.0,77399.0,0.0,-10575.0,-275360.0,-168096.0,-10079.0,-6001.0,80.6,3923.0,133.4,162.0,16.0,,,,,2766.3,28582.61194,187.6,162.0,95.9,57.89,20028.0,2008-02-01
3121.0,4168.0,-1780.0,5509.0,219.0,1221.0,1440.0,19.0,1220.0,8860863.0,-509456.0,8351407.0,3290742.0,5126682.0,443441.0,563276.0,297532.0,-6579.0,1920957.0,518830.0,-3274.0,3789.0,166685.0,264747.0,3593498.0,528392.0,536047.0,163574.0,79068.0,0.0,-10613.0,-319197.0,-142763.0,-8014.0,-10805.0,80.8,5509.0,127.7,162.1,16.0,,,,,2800.3,29539.30039,189.6,162.0,99.6,58.17,19416.0,2008-03-01
2813.0,3370.0,-2306.0,3877.0,192.0,1098.0,1290.0,16.0,1137.0,8974366.0,-375132.0,8599234.0,3294217.0,5219790.0,460359.0,397923.0,307527.0,-12588.0,1867678.0,737386.0,-3709.0,6114.0,190967.0,256135.0,3650061.0,539657.0,594904.0,142772.0,78222.0,0.0,-15536.0,-252089.0,-98251.0,-3218.0,-2218.0,82.0,3877.0,123.2,161.8,16.0,,,,,2814.9,29478.27307,190.0,161.8,98.1,58.32,18144.0,2008-04-01
2835.0,4521.0,-2071.0,5285.0,181.0,1147.0,1328.0,20.0,1120.0,9472075.0,-673039.0,8799036.0,3341978.0,5610529.0,519568.0,646686.0,294277.0,-7695.0,1813098.0,608423.0,-12811.0,6652.0,241273.0,268746.0,3866543.0,724498.0,573808.0,192650.0,80217.0,0.0,-30978.0,-397323.0,-213048.0,-16936.0,-17726.0,82.5,5285.0,127.6,155.2,16.0,,,,,2799.6,29958.33468,191.4,155.1,94.5,58.13,19164.0,2008-05-01
2800.0,3298.0,-2088.0,4010.0,169.0,1261.0,1430.0,21.0,1292.0,8337462.0,-1203877.0,7133585.0,2980509.0,4893460.0,463493.0,334251.0,316341.0,-5150.0,1843832.0,497857.0,-6622.0,4854.0,217364.0,235930.0,3272601.0,503691.0,604874.0,240637.0,76878.0,31286.0,-27037.0,-851220.0,-307621.0,-10098.0,-6229.0,82.6,4010.0,128.2,164.2,16.0,,,,,2803.7,31383.39189,195.5,164.2,98.4,58.39,17916.0,2008-06-01
3044.0,4393.0,-2141.0,5296.0,223.0,1267.0,1490.0,14.0,1277.0,9572181.0,-841590.0,8730591.0,3286404.0,5660396.0,625380.0,666867.0,386858.0,-4452.0,1675675.0,570177.0,-8721.0,7048.0,307209.0,304217.0,3943370.0,333543.0,763104.0,151953.0,81260.0,214685.0,-20954.0,-410303.0,-382776.0,-18583.0,-5954.0,83.6,5296.0,124.3,170.5,16.0,,,,,2826.5,32623.7612,199.3,170.4,99.4,58.65,17952.0,2008-07-01
2689.0,3661.0,-1698.0,4652.0,198.0,1086.0,1284.0,31.0,1329.0,8564149.0,-1057563.0,7506586.0,3114687.0,4942316.0,507148.0,365265.0,258032.0,-3792.0,1767523.0,732019.0,-4360.0,6643.0,195368.0,302839.0,3409247.0,289141.0,606823.0,181567.0,85449.0,171912.0,-9228.0,-602921.0,-336978.0,-28812.0,-7569.0,84.3,4652.0,127.8,164.2,16.0,,,,,2817.3,33749.93744,201.7,164.2,98.2,58.39,17940.0,2008-08-01
2663.0,4395.0,-2105.0,4953.0,206.0,797.0,1003.0,22.0,1261.0,8750071.0,-959320.0,7790751.0,3272467.0,5022530.0,455073.0,654204.0,306801.0,-2814.0,1695377.0,622367.0,-3468.0,3484.0,192116.0,254174.0,3600979.0,334316.0,587389.0,158901.0,87711.0,71543.0,-22284.0,-438113.0,-332808.0,-13779.0,-8427.0,84.3,4953.0,129.2,167.9,16.0,,,,,2834.6,36255.55704,203.6,167.8,92.4,58.2,19704.0,2008-09-01
2702.0,3585.0,-1731.0,4556.0,193.0,719.0,912.0,17.0,1113.0,7647964.0,-483273.0,7164691.0,2504582.0,4759743.0,383638.0,327367.0,313794.0,-4912.0,1508440.0,365144.0,-5251.0,3710.0,162378.0,197920.0,3281993.0,282512.0,605663.0,116742.0,77219.0,215340.0,-10021.0,-197540.0,-199851.0,-8539.0,-3883.0,84.4,4556.0,121.4,166.2,16.0,,,,,2809.1,35265.05616,203.4,166.1,94.7,57.84,14280.0,2008-10-01
2722.0,4133.0,-2371.0,4484.0,201.0,866.0,1067.0,18.0,1231.0,7895058.0,-754467.0,7140591.0,2624933.0,4789129.0,480998.0,619203.0,257871.0,-4693.0,1306465.0,452341.0,-6254.0,3153.0,214660.0,259857.0,3364404.0,306516.0,588504.0,115999.0,92613.0,142002.0,-16808.0,-435817.0,-268175.0,-13885.0,-5021.0,83.9,4484.0,121.8,165.7,16.0,,,,,2829.1,37024.09757,202.8,165.7,92.7,57.49,13080.0,2008-11-01
2314.0,3225.0,-2204.0,3335.0,155.0,624.0,779.0,17.0,1185.0,7360515.0,-1107150.0,6253365.0,2164641.0,4793666.0,402207.0,316837.0,284690.0,-5043.0,1119466.0,455511.0,-6820.0,2827.0,182980.0,211704.0,3270662.0,290028.0,611374.0,163990.0,87248.0,279108.0,-70373.0,-762567.0,-302586.0,-15491.0,-6519.0,83.8,3335.0,113.4,163.4,16.0,,,,,2821.7,42513.02416,203.8,163.4,93.1,56.89,9852.0,2008-12-01
2232.0,4664.0,-2057.0,4839.0,186.0,890.0,1076.0,17.0,1149.0,9125935.0,-881277.0,8244658.0,3064462.0,5738637.0,322836.0,15160.0,983799.0,-5078.0,49851.0,2035325.0,-14595.0,3493.0,128129.0,189385.0,3749652.0,412641.0,637637.0,183735.0,146306.0,488005.0,-64643.0,-565489.0,-249574.0,-23614.0,-7763.0,83.4,4839.0,121.3,165.4,16.0,,,,,2797.4,41926.95393,204.3,165.4,89.0,56.34,12600.0,2009-01-01
2137.0,3277.0,-1678.0,3736.0,202.0,992.0,1194.0,16.0,1083.0,7712503.0,-745328.0,6967175.0,2739110.0,4633146.0,340247.0,291921.0,374749.0,-10436.0,1408093.0,677775.0,-2992.0,5406.0,161598.0,174363.0,3218025.0,290766.0,614101.0,178123.0,65316.0,61283.0,-11734.0,-531742.0,-162084.0,-14085.0,-7049.0,83.3,3736.0,111.3,165.2,16.0,,,,,2803.8,40808.03,207.1,165.1,88.2,55.93,23760.0,2009-02-01
2447.0,4281.0,-1536.0,5192.0,215.0,1109.0,1324.0,18.0,1259.0,8343421.0,-1305566.0,7037855.0,3080107.0,4934233.0,329082.0,568296.0,400922.0,-4518.0,1463267.0,656780.0,-4640.0,2837.0,145916.0,179577.0,3426301.0,327045.0,601504.0,178412.0,69859.0,107632.0,-6112.0,-1049424.0,-190947.0,-28757.0,-8719.0,83.7,5192.0,107.3,163.3,16.0,,,,,2798.5,44326.5,209.9,163.3,84.5,55.86,20376.0,2009-03-01
